time,channel,Amplitude,subject
-200,Fp1,1.14646640653865,1
-196,Fp1,-1.01233336697963,1
-192,Fp1,0.722466749885544,1
-188,Fp1,-1.18836451330714,1
-184,Fp1,-0.950868118419576,1
-180,Fp1,1.38043683156264,1
-176,Fp1,2.2127926856683,1
-172,Fp1,0.442698969249035,1
-168,Fp1,-1.36740447277252,1
-164,Fp1,0.00339924120498109,1
-160,Fp1,-0.991024447786032,1
-156,Fp1,-0.297755737469575,1
-152,Fp1,-1.31996888181795,1
-148,Fp1,1.72329753720305,1
-144,Fp1,0.305913189512863,1
-140,Fp1,-1.41343647476773,1
-136,Fp1,-0.037987851492293,1
-132,Fp1,0.212114317278252,1
-128,Fp1,-0.0767843285665783,1
-124,Fp1,-0.855630868168525,1
-120,Fp1,-0.557425116332975,1
-116,Fp1,1.98589333593828,1
-112,Fp1,-0.257039787095362,1
-108,Fp1,-0.380560843569438,1
-104,Fp1,-3.12230905461614,1
-100,Fp1,-0.363001964596108,1
-96,Fp1,1.56799548463545,1
-92,Fp1,2.08039471239595,1
-88,Fp1,-1.91322706664026,1
-84,Fp1,0.989332404750597,1
-80,Fp1,-3.21306124848414,1
-76,Fp1,0.698459053094185,1
-72,Fp1,-1.69255898439869,1
-68,Fp1,0.0174028040216894,1
-64,Fp1,1.18274257788755,1
-60,Fp1,0.602398646028167,1
-56,Fp1,-0.046871939118813,1
-52,Fp1,0.746343209055075,1
-48,Fp1,0.132198004122786,1
-44,Fp1,-0.191917300631792,1
-40,Fp1,1.01606568660006,1
-36,Fp1,2.599996528515,1
-32,Fp1,-1.79340739936085,1
-28,Fp1,0.321584859009449,1
-24,Fp1,-2.70477720157082,1
-20,Fp1,-0.263771891505932,1
-16,Fp1,2.29290761458475,1
-12,Fp1,-2.64078675365341,1
-8,Fp1,-0.989409766673649,1
-4,Fp1,0.354014353774617,1
0,Fp1,-1.80451484742037,1
4,Fp1,0.0617438392332306,1
8,Fp1,-1.98564655741892,1
12,Fp1,-1.42947015668914,1
16,Fp1,0.500510203401099,1
20,Fp1,-3.83645413599055,1
24,Fp1,0.925927506358117,1
28,Fp1,-0.990147890321703,1
32,Fp1,1.36951244362349,1
36,Fp1,1.78903532004878,1
40,Fp1,-2.85650146634987,1
44,Fp1,0.406649860092962,1
48,Fp1,-3.92949513032162,1
52,Fp1,-0.378786133184047,1
56,Fp1,1.36525943640995,1
60,Fp1,-0.584869389056161,1
64,Fp1,-0.962163518815576,1
68,Fp1,-2.65682962514233,1
72,Fp1,2.49019865107324,1
76,Fp1,1.02863127235145,1
80,Fp1,1.72758491805052,1
84,Fp1,-1.89474807285452,1
88,Fp1,-2.11363429245598,1
92,Fp1,-3.44087511928801,1
96,Fp1,1.28250981471479,1
100,Fp1,-0.576787324713422,1
104,Fp1,1.64874534622848,1
108,Fp1,-1.26456358386279,1
112,Fp1,-0.566472993658779,1
116,Fp1,-1.02299387495631,1
120,Fp1,-1.53474761640882,1
124,Fp1,-1.51804878240136,1
128,Fp1,0.293657796881549,1
132,Fp1,-1.27831359694191,1
136,Fp1,-0.59519637263167,1
140,Fp1,0.973037253520346,1
144,Fp1,0.474362732726856,1
148,Fp1,-0.546706401712219,1
152,Fp1,0.708203175609057,1
156,Fp1,-2.66994307939563,1
160,Fp1,1.66684205870151,1
164,Fp1,1.50772321727735,1
168,Fp1,0.245142781059341,1
